column 0,column 1,column 2,column 3,column 4,column 5,column 6,column 7,column 8,column 9
0.22635441898782052,0.24552594516077395,0.24520791159951408,0.24529829066727107,0.24529377871119126,0.24529377871119126,0.24529829066727107,0.24520791159951408,0.24552594516077395,0.22635441898782052
0.11715050663092598,0.16227416670653444,0.16355803069714725,0.16375099992346331,0.16376458325225263,0.16376458325225263,0.16375099992346331,0.16355803069714725,0.16227416670653444,0.11715050663092598
0.1394681711636657,0.180224348250543,0.18288730516952806,0.18305552833454172,0.1830785726017092,0.1830785726017092,0.18305552833454172,0.18288730516952806,0.180224348250543,0.1394681711636657
0.1270521528464566,0.1679181698650454,0.1716440299678256,0.17197040176344844,0.17199112821058665,0.17199112821058665,0.17197040176344844,0.1716440299678256,0.1679181698650454,0.1270521528464566
0.1385182100992214,0.17973015409778567,0.18435841826604032,0.18482052331588328,0.18484165663442786,0.18484165663442786,0.18482052331588328,0.18435841826604032,0.17973015409778567,0.1385182100992214
0.12748092160199034,0.15908568798554681,0.1650776057783525,0.16562066069770284,0.16564605353340525,0.16564605353340525,0.16562066069770284,0.1650776057783525,0.15908568798554681,0.12748092160199034
0.12599656955736127,0.14414735857002395,0.15060695155094492,0.1511094937682686,0.15113783137418293,0.15113783137418293,0.1511094937682686,0.15060695155094492,0.14414735857002395,0.12599656955736127
0.10036680140762952,0.11660377537012492,0.12308588268091167,0.1236361723090121,0.12366580651926617,0.12366580651926617,0.1236361723090121,0.12308588268091167,0.11660377537012492,0.10036680140762952
0.12926482010985163,0.1524701269006875,0.15640762909976125,0.15710401797154466,0.15711854994745306,0.15711854994745306,0.15710401797154466,0.15640762909976125,0.1524701269006875,0.12926482010985163
0.10318824891222257,0.09694872286800339,0.1062697636744009,0.10669852238401831,0.1067589512682811,0.1067589512682811,0.10669852238401831,0.1062697636744009,0.09694872286800339,0.10318824891222257
